Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
10/04/2024,532.25,532.25,532.25,532.25,-13.75,-2.52%,0,0
10/03/2024,546,546,546,546,-11.75,-2.11%,0,0
10/02/2024,557.75,557.75,557.75,557.75,16.25,+3.00%,0,0
10/01/2024,541.5,541.5,541.5,541.5,60,+12.46%,0,0
09/30/2024,481.5,481.5,481.5,481.5,4,+0.84%,0,0
09/27/2024,477.5,477.5,477.5,477.5,-4.25,-0.88%,0,0
09/26/2024,481.75,481.75,481.75,481.75,-5.,-1.03%,0,0
09/25/2024,486.75,486.75,486.75,486.75,11.25,+2.37%,0,0
09/24/2024,475.5,475.5,475.5,475.5,-4.5,-0.94%,0,0
09/23/2024,480,480,480,480,16.5,+3.56%,0,0
09/20/2024,463.5,463.5,463.5,463.5,3,+0.65%,0,0
09/19/2024,460.5,460.5,460.5,460.5,-10.25,-2.18%,0,0
09/18/2024,470.75,470.75,470.75,470.75,0,0.00%,0,0
09/17/2024,470.75,470.75,470.75,470.75,-2.75,-0.58%,0,0
09/16/2024,473.5,473.5,473.5,473.5,-23.75,-4.78%,0,0
09/13/2024,497.25,497.25,497.25,497.25,-21.25,-4.10%,0,0
09/12/2024,518.5,518.5,518.5,518.5,31.75,+6.52%,0,0
09/11/2024,486.75,486.75,486.75,486.75,0,0.00%,0,0
09/10/2024,486.75,486.75,486.75,486.75,5.75,+1.20%,0,0
09/09/2024,481,481,481,481,1.5,+0.31%,0,0
09/06/2024,479.5,479.5,479.5,479.5,-7.75,-1.59%,0,0
09/05/2024,487.25,487.25,487.25,487.25,-11.,-2.21%,0,0
09/04/2024,498.25,498.25,498.25,498.25,14,+2.89%,0,0
09/03/2024,484.25,484.25,484.25,484.25,17.75,+3.80%,0,0
08/30/2024,466.5,466.5,466.5,466.5,-11.,-2.30%,0,0
08/29/2024,477.5,477.5,477.5,477.5,-1.75,-0.37%,0,0
08/28/2024,479.25,479.25,479.25,479.25,6,+1.27%,0,0
08/27/2024,473.25,473.25,473.25,473.25,6.75,+1.45%,0,0
08/26/2024,466.5,466.5,466.5,466.5,1.75,+0.38%,0,0
08/23/2024,464.75,464.75,464.75,464.75,-8.75,-1.85%,0,0
08/22/2024,473.5,473.5,473.5,473.5,-16.25,-3.32%,0,0
08/21/2024,489.75,489.75,489.75,489.75,-26.25,-5.09%,0,0
08/20/2024,516,516,516,516,4.25,+0.83%,0,0
08/19/2024,511.75,511.75,511.75,511.75,-0.25,-0.05%,0,0
08/16/2024,512,512,512,512,1.75,+0.34%,0,0
08/15/2024,510.25,510.25,510.25,510.25,-5.5,-1.07%,0,0
08/14/2024,515.75,515.75,515.75,515.75,6,+1.18%,0,0
08/13/2024,509.75,509.75,509.75,509.75,-10.5,-2.02%,0,0
08/12/2024,520.25,520.25,520.25,520.25,-3.75,-0.72%,0,0
08/09/2024,524,524,524,524,5,+0.96%,0,0
08/08/2024,519,519,519,519,-0.75,-0.14%,0,0
08/07/2024,519.75,519.75,519.75,519.75,-7.5,-1.42%,0,0
08/06/2024,527.25,527.25,527.25,527.25,3.75,+0.72%,0,0
08/05/2024,523.5,523.5,523.5,523.5,1.5,+0.29%,0,0
08/02/2024,522,522,522,522,7,+1.36%,0,0
08/01/2024,515,515,515,515,7.25,+1.43%,0,0
07/31/2024,507.75,507.75,507.75,507.75,3.25,+0.64%,0,0
07/30/2024,504.5,504.5,504.5,504.5,-4.,-0.79%,0,0
07/29/2024,508.5,508.5,508.5,508.5,7,+1.40%,0,0
07/26/2024,501.5,501.5,501.5,501.5,-14.25,-2.76%,0,0
07/25/2024,515.75,515.75,515.75,515.75,-9.25,-1.76%,0,0
07/24/2024,525,525,525,525,4.25,+0.82%,0,0
07/23/2024,520.75,520.75,520.75,520.75,-5.25,-1.00%,0,0
07/22/2024,526,526,526,526,5.75,+1.11%,0,0
07/19/2024,520.25,520.25,520.25,520.25,4.5,+0.87%,0,0
07/18/2024,515.75,515.75,515.75,515.75,-4.,-0.77%,0,0
07/17/2024,519.75,519.75,519.75,519.75,8.5,+1.66%,0,0
07/16/2024,511.25,511.25,511.25,511.25,-2.25,-0.44%,0,0
07/15/2024,513.5,513.5,513.5,513.5,-21.25,-3.97%,0,0
07/12/2024,534.75,534.75,534.75,534.75,-19.,-3.43%,0,0
07/11/2024,553.75,553.75,553.75,553.75,10.75,+1.98%,0,0
07/10/2024,543,543,543,543,-10.5,-1.90%,0,0
07/09/2024,553.5,553.5,553.5,553.5,1.5,+0.27%,0,0
07/08/2024,552,552,552,552,-3.,-0.54%,0,0
07/05/2024,555,555,555,555,0,0.00%,0,0
07/03/2024,555,555,555,555,-7.,-1.25%,0,0
07/02/2024,562,562,562,562,-9.25,-1.62%,0,0
07/01/2024,571.25,571.25,571.25,571.25,16.25,+2.93%,0,0
06/28/2024,555,555,555,555,-6.25,-1.11%,0,0
06/27/2024,561.25,561.25,561.25,561.25,17.5,+3.22%,0,0
06/26/2024,543.75,543.75,543.75,543.75,-2.,-0.37%,0,0
06/25/2024,545.75,545.75,545.75,545.75,-8.75,-1.58%,0,0
06/24/2024,554.5,554.5,554.5,554.5,-14.,-2.46%,0,0
06/21/2024,568.5,568.5,568.5,568.5,-19.75,-3.36%,0,0
06/20/2024,588.25,588.25,588.25,588.25,-6.25,-1.05%,0,0
06/18/2024,594.5,594.5,594.5,594.5,-8.5,-1.41%,0,0
06/17/2024,603,603,603,603,-17.75,-2.86%,0,0
06/14/2024,620.75,620.75,620.75,620.75,-4.25,-0.68%,0,0
06/13/2024,625,625,625,625,4.5,+0.73%,0,0
06/12/2024,620.5,620.5,620.5,620.5,-7.5,-1.19%,0,0
06/11/2024,628,628,628,628,23,+3.80%,0,0
06/10/2024,605,605,605,605,-20.,-3.20%,0,0
06/07/2024,625,625,625,625,-12.,-1.88%,0,0
06/06/2024,637,637,637,637,-5.75,-0.89%,0,0
06/05/2024,642.75,642.75,642.75,642.75,-11.5,-1.76%,0,0
06/04/2024,654.25,654.25,654.25,654.25,-14.5,-2.17%,0,0
06/03/2024,668.75,668.75,668.75,668.75,-1.25,-0.19%,0,0
05/31/2024,670,670,670,670,-2.5,-0.37%,0,0
05/30/2024,672.5,672.5,672.5,672.5,-10.75,-1.57%,0,0
05/29/2024,683.25,683.25,683.25,683.25,-7.,-1.01%,0,0
05/28/2024,690.25,690.25,690.25,690.25,3,+0.44%,0,0
05/24/2024,687.25,687.25,687.25,687.25,5.75,+0.84%,0,0
05/23/2024,681.5,681.5,681.5,681.5,5,+0.74%,0,0
05/22/2024,676.5,676.5,676.5,676.5,-4.5,-0.66%,0,0
05/21/2024,681,681,681,681,8.75,+1.30%,0,0
05/20/2024,672.25,672.25,672.25,672.25,37.5,+5.91%,0,0
05/17/2024,634.75,634.75,634.75,634.75,-12.,-1.86%,0,0
05/16/2024,646.75,646.75,646.75,646.75,-2.5,-0.39%,0,0
05/15/2024,649.25,649.25,649.25,649.25,-7.75,-1.18%,0,0
05/14/2024,657,657,657,657,-14.5,-2.16%,0,0
05/13/2024,671.5,671.5,671.5,671.5,24,+3.71%,0,0
05/10/2024,647.5,647.5,647.5,647.5,26,+4.18%,0,0
05/09/2024,621.5,621.5,621.5,621.5,3.5,+0.57%,0,0
05/08/2024,618,618,618,618,-9.75,-1.55%,0,0
05/07/2024,627.75,627.75,627.75,627.75,-6.,-0.95%,0,0
05/06/2024,633.75,633.75,633.75,633.75,35.25,+5.89%,0,0
05/03/2024,598.5,598.5,598.5,598.5,18.25,+3.15%,0,0
05/02/2024,580.25,580.25,580.25,580.25,4.875,+0.85%,0,0
05/01/2024,575.375,575.375,575.375,575.375,1.25,+0.22%,0,0
04/30/2024,574.125,574.125,574.125,574.125,-1.125,-0.20%,0,0
04/29/2024,575.25,575.25,575.25,575.25,-13.,-2.21%,0,0
04/26/2024,588.25,588.25,588.25,588.25,1,+0.17%,0,0
04/25/2024,587.25,587.25,587.25,587.25,7.75,+1.34%,0,0
04/24/2024,579.5,579.5,579.5,579.5,2,+0.35%,0,0
04/23/2024,577.5,577.5,577.5,577.5,14.75,+2.62%,0,0
04/22/2024,562.75,562.75,562.75,562.75,20,+3.68%,0,0
04/19/2024,542.75,542.75,542.75,542.75,13.5,+2.55%,0,0
04/18/2024,529.25,529.25,529.25,529.25,1.25,+0.24%,0,0
04/17/2024,528,528,528,528,-14.25,-2.63%,0,0
04/16/2024,542.25,542.25,542.25,542.25,-2.,-0.37%,0,0
04/15/2024,544.25,544.25,544.25,544.25,-4.25,-0.77%,0,0
04/12/2024,548.5,548.5,548.5,548.5,4.25,+0.78%,0,0
04/11/2024,544.25,544.25,544.25,544.25,-6.75,-1.23%,0,0
04/10/2024,551,551,551,551,0.75,+0.14%,0,0
04/09/2024,550.25,550.25,550.25,550.25,-9.,-1.61%,0,0
04/08/2024,559.25,559.25,559.25,559.25,-1.5,-0.27%,0,0
04/05/2024,560.75,560.75,560.75,560.75,11,+2.00%,0,0
04/04/2024,549.75,549.75,549.75,549.75,0.25,+0.05%,0,0
04/03/2024,549.5,549.5,549.5,549.5,10.75,+2.00%,0,0
04/02/2024,538.75,538.75,538.75,538.75,-19.25,-3.45%,0,0
04/01/2024,558,558,558,558,-2.25,-0.40%,0,0
03/28/2024,560.25,560.25,560.25,560.25,12.75,+2.33%,0,0
03/27/2024,547.5,547.5,547.5,547.5,5.5,+1.01%,0,0
03/26/2024,542,542,542,542,-11.5,-2.08%,0,0
03/25/2024,553.5,553.5,553.5,553.5,5.25,+0.96%,0,0
03/22/2024,548.25,548.25,548.25,548.25,10.5,+1.95%,0,0
03/21/2024,537.75,537.75,537.75,537.75,1.75,+0.33%,0,0
03/20/2024,536,536,536,536,-7.5,-1.38%,0,0
03/19/2024,543.5,543.5,543.5,543.5,9.75,+1.83%,0,0
03/18/2024,533.75,533.75,533.75,533.75,14.25,+2.74%,0,0
03/15/2024,519.5,519.5,519.5,519.5,-6.25,-1.19%,0,0
03/14/2024,525.75,525.75,525.75,525.75,-14.5,-2.68%,0,0
03/13/2024,540.25,540.25,540.25,540.25,-13.25,-2.39%,0,0
03/12/2024,553.5,553.5,553.5,553.5,0.25,+0.05%,0,0
03/11/2024,553.25,553.25,553.25,553.25,9.5,+1.75%,0,0
03/08/2024,543.75,543.75,543.75,543.75,-2.75,-0.50%,0,0
03/07/2024,546.5,546.5,546.5,546.5,0,0.00%,0,0
03/06/2024,546.5,546.5,546.5,546.5,-29.5,-5.12%,0,0
03/05/2024,576,576,576,576,-14.,-2.37%,0,0
03/04/2024,590,590,590,590,6.25,+1.07%,0,0
03/01/2024,583.75,583.75,583.75,583.75,-16.75,-2.79%,0,0
02/29/2024,600.5,600.5,600.5,600.5,6.5,+1.09%,0,0
02/28/2024,594,594,594,594,-17.,-2.78%,0,0
02/27/2024,611,611,611,611,7.75,+1.28%,0,0
02/26/2024,603.25,603.25,603.25,603.25,2.75,+0.46%,0,0
02/23/2024,600.5,600.5,600.5,600.5,-7.75,-1.27%,0,0
02/22/2024,608.25,608.25,608.25,608.25,0,0.00%,0,0
02/21/2024,608.25,608.25,608.25,608.25,0.5,+0.08%,0,0
02/20/2024,607.75,607.75,607.75,607.75,22.25,+3.80%,0,0
02/16/2024,585.5,585.5,585.5,585.5,5,+0.86%,0,0
02/15/2024,580.5,580.5,580.5,580.5,-17.,-2.85%,0,0
02/14/2024,597.5,597.5,597.5,597.5,-10.,-1.65%,0,0
02/13/2024,607.5,607.5,607.5,607.5,-1.,-0.16%,0,0
02/12/2024,608.5,608.5,608.5,608.5,1.75,+0.29%,0,0
02/09/2024,606.75,606.75,606.75,606.75,8.25,+1.38%,0,0
02/08/2024,598.5,598.5,598.5,598.5,-13.5,-2.21%,0,0
02/07/2024,612,612,612,612,7,+1.16%,0,0
02/06/2024,605,605,605,605,3.75,+0.62%,0,0
02/05/2024,601.25,601.25,601.25,601.25,-9.5,-1.56%,0,0
02/02/2024,610.75,610.75,610.75,610.75,-1.75,-0.29%,0,0
02/01/2024,612.5,612.5,612.5,612.5,9.75,+1.62%,0,0
01/31/2024,602.75,602.75,602.75,602.75,-10.75,-1.75%,0,0
01/30/2024,613.5,613.5,613.5,613.5,12,+2.00%,0,0
01/29/2024,601.5,601.5,601.5,601.5,-6.25,-1.03%,0,0
01/26/2024,607.75,607.75,607.75,607.75,-12.,-1.94%,0,0
01/25/2024,619.75,619.75,619.75,619.75,1.5,+0.24%,0,0
01/24/2024,618.25,618.25,618.25,618.25,14.25,+2.36%,0,0
01/23/2024,604,604,604,604,0,0.00%,0,0
01/22/2024,604,604,604,604,3.25,+0.54%,0,0
01/19/2024,600.75,600.75,600.75,600.75,7.75,+1.31%,0,0
01/18/2024,593,593,593,593,3,+0.51%,0,0
01/17/2024,590,590,590,590,0.5,+0.08%,0,0
01/16/2024,589.5,589.5,589.5,589.5,-14.,-2.32%,0,0
01/12/2024,603.5,603.5,603.5,603.5,-7.75,-1.27%,0,0
01/11/2024,611.25,611.25,611.25,611.25,-7.,-1.13%,0,0
01/10/2024,618.25,618.25,618.25,618.25,0.25,+0.04%,0,0
01/09/2024,618,618,618,618,13.75,+2.28%,0,0
01/08/2024,604.25,604.25,604.25,604.25,-19.25,-3.09%,0,0
01/05/2024,623.5,623.5,623.5,623.5,2.5,+0.40%,0,0
01/04/2024,621,621,621,621,15.75,+2.60%,0,0
01/03/2024,605.25,605.25,605.25,605.25,-6.5,-1.06%,0,0
01/02/2024,611.75,611.75,611.75,611.75,-21.25,-3.36%,0,0
12/29/2023,633,633,633,633,-3.5,-0.55%,0,0
12/28/2023,636.5,636.5,636.5,636.5,8.5,+1.35%,0,0
12/27/2023,628,628,628,628,-13.25,-2.07%,0,0
12/26/2023,641.25,641.25,641.25,641.25,20,+3.22%,0,0
12/22/2023,621.25,621.25,621.25,621.25,3.75,+0.61%,0,0
12/21/2023,617.5,617.5,617.5,617.5,2.5,+0.41%,0,0
12/20/2023,615,615,615,615,-12.75,-2.03%,0,0
12/19/2023,627.75,627.75,627.75,627.75,5.75,+0.92%,0,0
12/18/2023,622,622,622,622,-12.25,-1.93%,0,0
12/15/2023,634.25,634.25,634.25,634.25,15.5,+2.51%,0,0
12/14/2023,618.75,618.75,618.75,618.75,10.5,+1.73%,0,0
12/13/2023,608.25,608.25,608.25,608.25,-20.25,-3.22%,0,0
12/12/2023,628.5,628.5,628.5,628.5,16,+2.61%,0,0
12/11/2023,612.5,612.5,612.5,612.5,-16.25,-2.58%,0,0
12/08/2023,628.75,628.75,628.75,628.75,-10.5,-1.64%,0,0
12/07/2023,639.25,639.25,639.25,639.25,8.75,+1.39%,0,0
12/06/2023,630.5,630.5,630.5,630.5,3.75,+0.60%,0,0
12/05/2023,626.75,626.75,626.75,626.75,13.75,+2.24%,0,0
12/04/2023,613,613,613,613,17.75,+2.98%,0,0
12/01/2023,595.25,595.25,595.25,595.25,7.125,+1.21%,0,0
11/30/2023,588.125,588.125,588.125,588.125,15.625,+2.73%,0,0
11/29/2023,572.5,572.5,572.5,572.5,12.25,+2.19%,0,0
11/28/2023,560.25,560.25,560.25,560.25,8.5,+1.54%,0,0
11/27/2023,551.75,551.75,551.75,551.75,-19.,-3.33%,0,0
11/22/2023,570.75,570.75,570.75,570.75,-5.75,-1.00%,0,0
11/21/2023,576.5,576.5,576.5,576.5,11.5,+2.04%,0,0
11/20/2023,565,565,565,565,-6.75,-1.18%,0,0
11/17/2023,571.75,571.75,571.75,571.75,-8.75,-1.51%,0,0
11/16/2023,580.5,580.5,580.5,580.5,0,0.00%,0,0
11/15/2023,580.5,580.5,580.5,580.5,-13.5,-2.27%,0,0
11/14/2023,594,594,594,594,-5.,-0.83%,0,0
11/13/2023,599,599,599,599,1.25,+0.21%,0,0
11/10/2023,597.75,597.75,597.75,597.75,-11.25,-1.85%,0,0
11/09/2023,609,609,609,609,-14.375,-2.31%,0,0
11/08/2023,623.375,623.375,623.375,623.375,22,+3.66%,0,0
11/07/2023,601.375,601.375,601.375,601.375,-5.625,-0.93%,0,0
11/06/2023,607,607,607,607,10.375,+1.74%,0,0
11/03/2023,596.625,596.625,596.625,596.625,7,+1.19%,0,0
11/02/2023,589.625,589.625,589.625,589.625,3.625,+0.62%,0,0
11/01/2023,586,586,586,586,12,+2.09%,0,0
"Downloaded from Barchart.com as of 12-07-2024 02:38pm CST"
