Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/29/2024,177.5,177.5,175.925,176.7,-1.075,-0.60%,16663,73021
08/28/2024,178.35,179.025,177.25,177.775,-1.075,-0.60%,16285,71702
08/27/2024,176.1,179.125,176.1,178.85,2.475,+1.40%,16016,71937
08/26/2024,174.55,177.5,174.325,176.375,1.175,+0.67%,13391,70992
08/23/2024,175.425,176.375,175.1,175.2,-0.325,-0.19%,9667,70410
08/22/2024,174.15,176.575,173.875,175.525,1.25,+0.72%,11519,69832
08/21/2024,175.1,175.3,173.175,174.275,-0.825,-0.47%,12379,68896
08/20/2024,178.1,178.275,174.45,175.1,-3.275,-1.84%,16584,68401
08/19/2024,177.5,179.1,177.5,178.375,0.25,+0.14%,10366,68450
08/16/2024,180.475,180.95,176.5,178.125,-2.5,-1.38%,17496,68076
08/15/2024,181.525,182.075,180.35,180.625,-0.975,-0.54%,9222,67623
08/14/2024,180.275,182.075,180,181.6,1.3,+0.72%,11386,67879
08/13/2024,179.45,180.575,179,180.3,1.35,+0.75%,15898,67692
08/12/2024,179.625,179.925,178.75,178.95,-0.65,-0.36%,10017,67833
08/09/2024,176.8,179.8,176.1,179.6,2.875,+1.63%,16450,67253
08/08/2024,178.625,178.625,176.3,176.725,-1.4,-0.79%,13062,67694
08/07/2024,179,179.7,177.55,178.125,0.075,+0.04%,18085,66686
08/06/2024,178.775,179.475,177,178.05,-0.2,-0.11%,19804,66756
08/05/2024,178.125,180.2,176.275,178.25,-3.95,-2.17%,25036,67922
08/02/2024,184.35,184.375,179.55,182.2,-2.4,-1.30%,31830,68743
08/01/2024,187.575,187.675,184.225,184.6,-3.275,-1.74%,17717,71785
07/31/2024,187.575,188.175,186.875,187.875,-0.3,-0.16%,9340,70630
07/30/2024,187.925,188.3,187,188.175,0.5,+0.27%,8019,70084
07/29/2024,189.225,189.475,186.95,187.675,-1.625,-0.86%,11261,69563
07/26/2024,188.9,189.4,188.525,189.3,0.4,+0.21%,12874,70074
07/25/2024,187.225,189.4,187,188.9,1.625,+0.87%,15861,68703
07/24/2024,187.175,187.825,186.325,187.275,-0.125,-0.07%,10764,68988
07/23/2024,185.775,187.6,185.725,187.4,1.375,+0.74%,8587,67928
07/22/2024,185.7,186.775,185.25,186.025,1.35,+0.73%,9622,67174
07/19/2024,184.975,185.45,184.35,184.675,-0.3,-0.16%,9349,67928
07/18/2024,186.975,187.45,184.7,184.975,-2.325,-1.24%,10644,67516
07/17/2024,186.3,187.4,185.35,187.3,0.85,+0.46%,10208,66985
07/16/2024,185.65,186.5,185.175,186.45,0.8,+0.43%,9815,66570
07/15/2024,185.625,186.45,185.025,185.65,0.175,+0.09%,12977,65334
07/12/2024,184.675,185.95,183.925,185.475,0.425,+0.23%,15076,64202
07/11/2024,185.4,185.775,184.775,185.05,0.25,+0.14%,14065,63067
07/10/2024,185.2,185.525,183.975,184.8,-0.575,-0.31%,15221,62252
07/09/2024,187.25,188.125,183.575,185.375,-1.875,-1.00%,16270,61930
07/08/2024,188.775,189.225,186.225,187.25,-1.525,-0.81%,15716,60450
07/05/2024,188.825,190.075,188.45,188.775,-0.075,-0.04%,11752,58875
07/03/2024,187.65,188.9,187.45,188.85,1.2,+0.64%,10449,57465
07/02/2024,186.15,187.7,185.95,187.65,2.1,+1.13%,12871,56074
07/01/2024,185.6,185.85,184.55,185.55,-0.35,-0.19%,12564,53896
06/28/2024,187.375,187.75,185.525,185.9,-1.1,-0.59%,12927,52443
06/27/2024,187.6,188.1,186.35,187,-0.625,-0.33%,11011,50232
06/26/2024,186.075,187.85,186.05,187.625,1.475,+0.79%,10509,48932
06/25/2024,185.8,186.75,185.525,186.15,0.35,+0.19%,10254,48150
06/24/2024,184.9,186.225,184.6,185.8,-0.275,-0.15%,11483,47233
06/21/2024,186.675,186.875,185.45,186.075,-0.525,-0.28%,11086,46413
06/20/2024,187.675,188,185.65,186.6,-0.475,-0.25%,8709,46010
06/18/2024,187.375,188,186.675,187.075,-0.575,-0.31%,6401,45573
06/17/2024,187.825,188.225,186.975,187.65,-0.05,-0.03%,8681,43238
06/14/2024,185.925,188.05,185.75,187.7,2.425,+1.31%,9678,44384
06/13/2024,184.75,185.525,183.475,185.275,0.5,+0.27%,9188,43190
06/12/2024,185.25,186,184.3,184.775,-0.475,-0.26%,6367,42590
06/11/2024,185.475,185.9,185,185.25,-0.3,-0.16%,5581,42245
06/10/2024,183.6,185.675,183.5,185.55,2.3,+1.26%,8822,42052
06/07/2024,183.3,183.725,182.325,183.25,-0.05,-0.03%,8803,41460
06/06/2024,184.05,184.05,181.925,183.3,-0.75,-0.41%,8473,41426
06/05/2024,184.575,185.175,183.45,184.05,-0.5,-0.27%,5159,41813
06/04/2024,185.2,185.9,184.3,184.55,-0.125,-0.07%,7744,41091
06/03/2024,185,185.025,182.875,184.675,0.025,+0.01%,7580,40393
05/31/2024,185.775,185.775,184.2,184.65,-1.125,-0.61%,7997,39758
05/30/2024,186.3,186.675,184.725,185.775,-0.725,-0.39%,6593,38932
05/29/2024,188.35,188.575,185.525,186.5,-2.,-1.06%,8934,38582
05/28/2024,187.7,188.875,187.375,188.5,0.8,+0.43%,7499,38672
05/24/2024,187.5,188.45,186.95,187.7,-0.125,-0.07%,6993,37493
05/23/2024,187.875,188.7,187.65,187.825,-0.425,-0.23%,5494,36675
05/22/2024,187.125,188.275,186.975,188.25,1.2,+0.64%,7532,35946
05/21/2024,186.025,187.1,186.025,187.05,1,+0.54%,6599,34849
05/20/2024,186,186.6,185.775,186.05,0.15,+0.08%,5727,34348
05/17/2024,184.825,185.925,184.6,185.9,1.35,+0.73%,5465,33995
05/16/2024,183.85,185.15,183.85,184.55,0.725,+0.39%,5069,33779
05/15/2024,183.8,184.55,183.3,183.825,0.25,+0.14%,4331,32863
05/14/2024,181.7,183.975,181.575,183.575,2.25,+1.24%,6248,32683
05/13/2024,181.45,182.75,180.675,181.325,-0.2,-0.11%,5780,31997
05/10/2024,181.275,182.2,180.25,181.525,0.5,+0.28%,7150,31490
05/09/2024,182.025,182.675,180.45,181.025,-0.6,-0.33%,4808,30753
05/08/2024,183.375,183.6,181.525,181.625,-1.575,-0.86%,3717,30889
05/07/2024,182.9,183.975,182.675,183.2,1.05,+0.58%,4387,30852
05/06/2024,182.5,182.625,181.525,182.15,-0.225,-0.12%,4194,30890
05/03/2024,182.375,183.3,181.9,182.375,0.4,+0.22%,6217,31122
05/02/2024,182.225,183.3,181.75,181.975,2.475,+1.38%,6415,30999
05/01/2024,181.925,182.5,178.6,179.5,-2.3,-1.27%,10325,30891
04/30/2024,183.95,183.95,181.275,181.8,-2.55,-1.38%,6706,30474
04/29/2024,185,185.35,184.075,184.35,-0.525,-0.28%,3883,30037
04/26/2024,184.175,185.7,183.95,184.875,0.7,+0.38%,4222,29660
04/25/2024,182.15,184.55,181.125,184.175,1.625,+0.89%,8198,29569
04/24/2024,183.5,184.725,182.175,182.55,-1.4,-0.76%,7827,29311
04/23/2024,184.075,185.175,182.475,183.95,-0.125,-0.07%,9819,28305
04/22/2024,182,184.55,181.975,184.075,3.1,+1.71%,5491,27477
04/19/2024,180.675,181.175,180.1,180.975,0.05,+0.03%,4803,27456
04/18/2024,180,181.225,179.725,180.925,0.975,+0.54%,4087,27378
04/17/2024,179.85,180.225,179.3,179.95,-0.025,-0.01%,3355,27527
04/16/2024,178.45,180.325,177.7,179.975,1.725,+0.97%,5237,27297
04/15/2024,176.85,179.125,176.85,178.25,1.975,+1.12%,6459,26740
04/12/2024,178.65,179.225,175.35,176.275,-2.625,-1.47%,6423,27159
04/11/2024,178.1,178.975,177.05,178.9,0.525,+0.29%,3643,26998
04/10/2024,179.75,180.5,177.575,178.375,-1.525,-0.85%,4557,26753
04/09/2024,178.8,180.025,178.5,179.9,1.425,+0.80%,4228,26570
04/08/2024,178.4,179.025,177.625,178.475,0.625,+0.35%,3942,26397
04/05/2024,180.85,180.95,177.05,177.85,-3.,-1.66%,5078,26282
04/04/2024,179.975,181.325,179.55,180.85,1.05,+0.58%,5149,26683
04/03/2024,180.65,180.75,178.175,179.8,-0.875,-0.48%,6065,26987
04/02/2024,180,181.625,179.4,180.675,0.775,+0.43%,8008,26825
04/01/2024,185.475,186.025,179.325,179.9,-5.775,-3.11%,8363,26733
03/28/2024,183.825,185.975,183.35,185.675,1.5,+0.81%,4560,25883
03/27/2024,184.25,184.5,182.975,184.175,0.25,+0.14%,4560,26733
03/26/2024,187.35,187.5,182.775,183.925,-3.425,-1.83%,8308,24955
03/25/2024,187.6,189.375,186.6,187.35,-1.125,-0.60%,3902,24048
03/22/2024,190,190,188.025,188.475,-1.675,-0.88%,3859,23674
03/21/2024,190.325,191.475,189.5,190.15,-0.475,-0.25%,4902,23058
03/20/2024,190.975,191.375,190.35,190.625,-0.5,-0.26%,2085,22395
03/19/2024,190.975,191.475,190.55,191.125,0.025,+0.01%,2855,22088
03/18/2024,190,191.15,189.65,191.1,1.475,+0.78%,2469,21528
03/15/2024,189.425,190.3,188.875,189.625,0.375,+0.20%,2693,21088
03/14/2024,190.7,191.625,188.9,189.25,-1.85,-0.97%,3478,20962
03/13/2024,189.475,191.25,189.475,191.1,1.325,+0.70%,3644,20562
03/12/2024,189.075,190.325,188.95,189.775,0.525,+0.28%,2562,20176
03/11/2024,189.225,189.4,188.6,189.25,-0.25,-0.13%,2728,19659
03/08/2024,190.1,191.125,189.3,189.5,-0.9,-0.47%,4617,19657
03/07/2024,189.2,190.45,189.05,190.4,1.125,+0.59%,3453,19003
03/06/2024,189.35,189.575,188.775,189.275,-0.225,-0.12%,1836,18643
03/05/2024,188.75,189.6,188.625,189.5,0.675,+0.36%,2278,18348
03/04/2024,189.125,189.325,188.5,188.825,-0.425,-0.22%,4545,17970
03/01/2024,188,189.325,187.825,189.25,1.5,+0.80%,2787,17325
02/29/2024,188.25,188.6,186.95,187.75,-0.575,-0.31%,2360,17123
02/28/2024,189.275,189.275,187.825,188.325,-0.975,-0.52%,1943,16899
02/27/2024,189.525,189.975,188.975,189.3,-0.275,-0.15%,2285,16937
02/26/2024,187.65,189.75,187.5,189.575,0.375,+0.20%,2569,16893
02/23/2024,188,189.25,187.45,189.2,1.15,+0.61%,2763,16400
02/22/2024,188.85,189.475,187.8,188.05,-0.975,-0.52%,3445,15838
02/21/2024,188.375,189.8,188.225,189.025,0.475,+0.25%,2867,15391
02/20/2024,187.825,189.025,187.55,188.55,0.75,+0.40%,2242,15030
02/16/2024,186.875,188.65,186.875,187.8,0.9,+0.48%,3363,14876
02/15/2024,186.4,187.1,185.55,186.9,0.325,+0.17%,2183,14582
02/14/2024,188.15,188.25,185.6,186.575,-1.625,-0.86%,2282,14370
02/13/2024,188.325,188.575,187.9,188.2,-0.625,-0.33%,1620,14273
02/12/2024,188.775,189.275,188.15,188.825,0.15,+0.08%,1773,14311
02/09/2024,188.675,189.225,188.05,188.675,-0.1,-0.05%,2195,13989
02/08/2024,188.8,189.7,188.475,188.775,0.375,+0.20%,3367,13969
02/07/2024,188.8,189.25,188.05,188.4,-0.675,-0.36%,2267,14036
02/06/2024,187.775,189.45,187.525,189.075,1.375,+0.73%,2464,14063
02/05/2024,188.95,189.125,187.525,187.7,-1.275,-0.67%,1603,14012
02/02/2024,188.55,189.625,188.55,188.975,0.1,+0.05%,1878,14042
02/01/2024,187.4,189.225,187.25,188.875,1.925,+1.03%,2239,13792
01/31/2024,186.525,187.3,186.5,186.95,-0.05,-0.03%,1167,13303
01/30/2024,185.5,187.25,185.5,187,0.85,+0.46%,1262,12990
01/29/2024,186.375,187.575,185.975,186.15,-0.475,-0.25%,2056,12951
01/26/2024,185.475,187.325,185.25,186.625,0.875,+0.47%,1966,12682
01/25/2024,184.25,186.3,183.575,185.75,1.175,+0.64%,2295,12396
01/24/2024,183.625,184.7,183.625,184.575,0.65,+0.35%,1138,12112
01/23/2024,183.425,184,183.025,183.925,0.6,+0.33%,1145,11870
01/22/2024,182.9,183.475,181.85,183.325,0.1,+0.05%,994,11633
01/19/2024,182.9,183.275,182.7,183.225,0.025,+0.01%,868,11688
01/18/2024,181.875,183.55,181.65,183.2,1.1,+0.60%,1068,11693
01/17/2024,181.675,182.225,181.025,182.1,0.425,+0.23%,693,11555
01/16/2024,181.2,182,180.575,181.675,0.65,+0.36%,1001,11492
01/12/2024,181,181.775,180.125,181.025,-0.1,-0.06%,1082,11287
01/11/2024,180.75,181.475,180.1,181.125,0.375,+0.21%,1395,11192
01/10/2024,180.75,181.425,180.475,180.75,0.15,+0.08%,1465,10720
01/09/2024,180.8,181.25,179.65,180.6,0.2,+0.11%,988,10665
01/08/2024,181,182.25,180.1,180.4,-0.6,-0.33%,609,10568
01/05/2024,181.225,182.425,180.575,181,-0.55,-0.30%,1167,10399
01/04/2024,181.575,182.25,181.275,181.55,-0.55,-0.30%,967,10114
01/03/2024,181.75,182.275,181.225,182.1,0.075,+0.04%,1061,10091
01/02/2024,180.975,182.45,180.95,182.025,1.35,+0.75%,1113,10074
12/29/2023,180.575,180.925,180.125,180.675,0.475,+0.26%,734,9970
12/28/2023,180.55,181.175,179.55,180.2,-0.35,-0.19%,262,9751
12/27/2023,180.5,181.275,179.85,180.55,-0.125,-0.07%,442,9732
12/26/2023,178.425,180.9,178.375,180.675,1.125,+0.63%,489,9781
12/22/2023,179.425,180.075,178.75,179.55,0.125,+0.07%,631,9694
12/21/2023,180.05,180.95,179.3,179.425,-1.275,-0.71%,501,9742
12/20/2023,179.775,180.85,179.2,180.7,0.9,+0.50%,734,9646
12/19/2023,179.825,180.7,179.275,179.8,-0.125,-0.07%,646,9417
12/18/2023,179.425,181.1,179.425,179.925,0.675,+0.38%,1074,9360
12/15/2023,178,179.675,177.525,179.25,0.975,+0.55%,785,9194
12/14/2023,177.975,178.625,177.7,178.275,0.725,+0.41%,493,9072
12/13/2023,177.35,178.825,176.925,177.55,-0.475,-0.27%,1598,9037
12/12/2023,176.125,178.325,175.375,178.025,1.475,+0.84%,1137,9050
12/11/2023,175.15,176.75,174.125,176.55,1.575,+0.90%,872,9315
12/08/2023,173.25,175.5,172.65,174.975,2.125,+1.23%,1316,9478
12/07/2023,174.1,175.425,172.25,172.85,-1.35,-0.77%,2814,9569
12/06/2023,176.8,178.025,173.5,174.2,-3.025,-1.71%,983,10190
12/05/2023,176.15,177.9,175.975,177.225,1,+0.57%,871,10067
12/04/2023,177.25,178.25,175.575,176.225,-1.65,-0.93%,2496,9812
12/01/2023,179.5,179.65,177.475,177.875,-1.65,-0.92%,1796,8972
11/30/2023,180.3,180.625,177.675,179.525,-1.075,-0.60%,672,8768
11/29/2023,180.25,181.35,179.975,180.6,0.35,+0.19%,579,8541
11/28/2023,178.125,180.9,177.125,180.25,3.125,+1.76%,1140,8444
11/27/2023,180.625,180.85,177.025,177.125,-2.675,-1.49%,1157,8315
11/24/2023,182.35,182.55,179.725,179.8,-3.3,-1.80%,622,8099
11/22/2023,183.125,183.9,182.9,183.1,-0.425,-0.23%,342,7891
11/21/2023,183.7,184.25,182.9,183.525,0,0.00%,204,7744
11/20/2023,183.5,184.425,182.6,183.525,0.6,+0.33%,429,7711
11/17/2023,181.95,183.825,181.45,182.925,0.95,+0.52%,566,7626
11/16/2023,184.3,184.3,181.875,181.975,-2.625,-1.42%,446,7409
11/15/2023,183.625,184.85,183.025,184.6,0.975,+0.53%,508,7420
11/14/2023,182.575,185.025,182.025,183.625,1.375,+0.75%,663,7197
11/13/2023,181.4,182.9,180.925,182.25,0.65,+0.36%,438,7066
11/10/2023,181.25,182.075,180.775,181.6,0.075,+0.04%,616,6977
11/09/2023,184.45,185.025,180.775,181.525,-3.3,-1.79%,1497,6830
11/08/2023,183.125,185.35,182.1,184.825,0.925,+0.50%,1273,6326
11/07/2023,187,187.5,183.325,183.9,-3.625,-1.93%,1678,6184
11/06/2023,189,189.425,187.375,187.525,-2.275,-1.20%,1244,5276
11/03/2023,190,190.45,189.55,189.8,-0.3,-0.16%,216,4610
11/02/2023,188.725,190.175,188.525,190.1,1.625,+0.86%,424,4534
11/01/2023,187.975,188.7,187.775,188.475,0.6,+0.32%,315,4456
"Downloaded from Barchart.com as of 12-07-2024 03:40pm CST"
