Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/08/2024,382.75,382.75,382.75,382.75,-4.,-1.03%,0,0
08/07/2024,386.75,386.75,386.75,386.75,-5.5,-1.40%,0,0
08/06/2024,392.25,392.25,392.25,392.25,-2.,-0.51%,0,0
08/05/2024,394.25,394.25,394.25,394.25,1.25,+0.32%,0,0
08/02/2024,393,393,393,393,4.5,+1.16%,0,0
08/01/2024,388.5,388.5,388.5,388.5,1.75,+0.45%,0,0
07/31/2024,386.75,386.75,386.75,386.75,-6.,-1.53%,0,0
07/30/2024,392.75,392.75,392.75,392.75,-12.5,-3.08%,0,0
07/29/2024,405.25,405.25,405.25,405.25,1.75,+0.43%,0,0
07/26/2024,403.5,403.5,403.5,403.5,-11.5,-2.77%,0,0
07/25/2024,415,415,415,415,-2.75,-0.66%,0,0
07/24/2024,417.75,417.75,417.75,417.75,1.25,+0.30%,0,0
07/23/2024,416.5,416.5,416.5,416.5,2.25,+0.54%,0,0
07/22/2024,414.25,414.25,414.25,414.25,9.75,+2.41%,0,0
07/19/2024,404.5,404.5,404.5,404.5,2.25,+0.56%,0,0
07/18/2024,402.25,402.25,402.25,402.25,-6.75,-1.65%,0,0
07/17/2024,409,409,409,409,0.75,+0.18%,0,0
07/16/2024,408.25,408.25,408.25,408.25,5.25,+1.30%,0,0
07/15/2024,403,403,403,403,-13.5,-3.24%,0,0
07/12/2024,416.5,416.5,416.5,416.5,1.75,+0.42%,0,0
07/11/2024,414.75,414.75,414.75,414.75,4.5,+1.10%,0,0
07/10/2024,410.25,410.25,410.25,410.25,5.75,+1.42%,0,0
07/09/2024,404.5,404.5,404.5,404.5,0.75,+0.19%,0,0
07/08/2024,403.75,403.75,403.75,403.75,-17.25,-4.10%,0,0
07/05/2024,421,421,421,421,5,+1.20%,0,0
07/03/2024,416,416,416,416,1,+0.24%,0,0
07/02/2024,415,415,415,415,12.75,+3.17%,0,0
07/01/2024,402.25,402.25,402.25,402.25,1,+0.25%,0,0
06/28/2024,401.25,401.25,401.25,401.25,-16.5,-3.95%,0,0
06/27/2024,417.75,417.75,417.75,417.75,-6.25,-1.47%,0,0
06/26/2024,424,424,424,424,-5.5,-1.28%,0,0
06/25/2024,429.5,429.5,429.5,429.5,-8.,-1.83%,0,0
06/24/2024,437.5,437.5,437.5,437.5,2.5,+0.57%,0,0
06/21/2024,435,435,435,435,-4.75,-1.08%,0,0
06/20/2024,439.75,439.75,439.75,439.75,-10.25,-2.28%,0,0
06/18/2024,450,450,450,450,6.25,+1.41%,0,0
06/17/2024,443.75,443.75,443.75,443.75,-6.25,-1.39%,0,0
06/14/2024,450,450,450,450,-8.5,-1.85%,0,0
06/13/2024,458.5,458.5,458.5,458.5,4.25,+0.94%,0,0
06/12/2024,454.25,454.25,454.25,454.25,4.75,+1.06%,0,0
06/11/2024,449.5,449.5,449.5,449.5,-2.25,-0.50%,0,0
06/10/2024,451.75,451.75,451.75,451.75,3,+0.67%,0,0
06/07/2024,448.75,448.75,448.75,448.75,-4.25,-0.94%,0,0
06/06/2024,453,453,453,453,12.75,+2.90%,0,0
06/05/2024,440.25,440.25,440.25,440.25,-3.25,-0.73%,0,0
06/04/2024,443.5,443.5,443.5,443.5,-1.,-0.22%,0,0
06/03/2024,444.5,444.5,444.5,444.5,-12.25,-2.68%,0,0
05/31/2024,456.75,456.75,456.75,456.75,-2.5,-0.54%,0,0
05/30/2024,459.25,459.25,459.25,459.25,-6.5,-1.40%,0,0
05/29/2024,465.75,465.75,465.75,465.75,-4.75,-1.01%,0,0
05/28/2024,470.5,470.5,470.5,470.5,-2.25,-0.48%,0,0
05/24/2024,472.75,472.75,472.75,472.75,0.75,+0.16%,0,0
05/23/2024,472,472,472,472,2.75,+0.59%,0,0
05/22/2024,469.25,469.25,469.25,469.25,-2.75,-0.58%,0,0
05/21/2024,472,472,472,472,-2.5,-0.53%,0,0
05/20/2024,474.5,474.5,474.5,474.5,8,+1.71%,0,0
05/17/2024,466.5,466.5,466.5,466.5,-4.5,-0.96%,0,0
05/16/2024,471,471,471,471,-0.5,-0.11%,0,0
05/15/2024,471.5,471.5,471.5,471.5,-5.,-1.05%,0,0
05/14/2024,476.5,476.5,476.5,476.5,-5.,-1.04%,0,0
05/13/2024,481.5,481.5,481.5,481.5,2.75,+0.57%,0,0
05/10/2024,478.75,478.75,478.75,478.75,13.25,+2.85%,0,0
05/09/2024,465.5,465.5,465.5,465.5,-3.,-0.64%,0,0
05/08/2024,468.5,468.5,468.5,468.5,-8.5,-1.78%,0,0
05/07/2024,477,477,477,477,5,+1.06%,0,0
05/06/2024,472,472,472,472,13.25,+2.89%,0,0
05/03/2024,458.75,458.75,458.75,458.75,0.5,+0.11%,0,0
05/02/2024,458.25,458.25,458.25,458.25,8.75,+1.95%,0,0
05/01/2024,449.5,449.5,449.5,449.5,4.875,+1.10%,0,0
04/30/2024,444.625,444.625,444.625,444.625,1.375,+0.31%,0,0
04/29/2024,443.25,443.25,443.25,443.25,4.25,+0.97%,0,0
04/26/2024,439,439,439,439,-1.,-0.23%,0,0
04/25/2024,440,440,440,440,3.25,+0.74%,0,0
04/24/2024,436.75,436.75,436.75,436.75,-10.25,-2.29%,0,0
04/23/2024,447,447,447,447,3.25,+0.73%,0,0
04/22/2024,443.75,443.75,443.75,443.75,6.25,+1.43%,0,0
04/19/2024,437.5,437.5,437.5,437.5,6.75,+1.57%,0,0
04/18/2024,430.75,430.75,430.75,430.75,-2.,-0.46%,0,0
04/17/2024,432.75,432.75,432.75,432.75,-0.75,-0.17%,0,0
04/16/2024,433.5,433.5,433.5,433.5,-0.5,-0.12%,0,0
04/15/2024,434,434,434,434,-0.5,-0.12%,0,0
04/12/2024,434.5,434.5,434.5,434.5,6.75,+1.58%,0,0
04/11/2024,427.75,427.75,427.75,427.75,-5.5,-1.27%,0,0
04/10/2024,433.25,433.25,433.25,433.25,13,+3.09%,0,0
04/09/2024,420.25,420.25,420.25,420.25,-4.25,-1.00%,0,0
04/08/2024,424.5,424.5,424.5,424.5,1.25,+0.30%,0,0
04/05/2024,423.25,423.25,423.25,423.25,-1.,-0.24%,0,0
04/04/2024,424.25,424.25,424.25,424.25,3.5,+0.83%,0,0
04/03/2024,420.75,420.75,420.75,420.75,4.25,+1.02%,0,0
04/02/2024,416.5,416.5,416.5,416.5,-9.,-2.12%,0,0
04/01/2024,425.5,425.5,425.5,425.5,-1.5,-0.35%,0,0
03/28/2024,427,427,427,427,15.25,+3.70%,0,0
03/27/2024,411.75,411.75,411.75,411.75,-5.75,-1.38%,0,0
03/26/2024,417.5,417.5,417.5,417.5,-5.25,-1.24%,0,0
03/25/2024,422.75,422.75,422.75,422.75,-0.5,-0.12%,0,0
03/22/2024,423.25,423.25,423.25,423.25,-1.5,-0.35%,0,0
03/21/2024,424.75,424.75,424.75,424.75,1.75,+0.41%,0,0
03/20/2024,423,423,423,423,-0.5,-0.12%,0,0
03/19/2024,423.5,423.5,423.5,423.5,3.5,+0.83%,0,0
03/18/2024,420,420,420,420,-0.75,-0.18%,0,0
03/15/2024,420.75,420.75,420.75,420.75,3,+0.72%,0,0
03/14/2024,417.75,417.75,417.75,417.75,-7.5,-1.76%,0,0
03/13/2024,425.25,425.25,425.25,425.25,-0.5,-0.12%,0,0
03/12/2024,425.75,425.75,425.75,425.75,0,0.00%,0,0
03/11/2024,425.75,425.75,425.75,425.75,2.125,+0.50%,0,0
03/08/2024,423.625,423.625,423.625,423.625,1.625,+0.39%,0,0
03/07/2024,422,422,422,422,9.375,+2.27%,0,0
03/06/2024,412.625,412.625,412.625,412.625,7.875,+1.95%,0,0
03/05/2024,404.75,404.75,404.75,404.75,-3.625,-0.89%,0,0
03/04/2024,408.375,408.375,408.375,408.375,5.125,+1.27%,0,0
03/01/2024,403.25,403.25,403.25,403.25,-2.75,-0.68%,0,0
02/29/2024,406,406,406,406,1,+0.25%,0,0
02/28/2024,405,405,405,405,4.625,+1.16%,0,0
02/27/2024,400.375,400.375,400.375,400.375,16,+4.16%,0,0
02/26/2024,384.375,384.375,384.375,384.375,7.125,+1.89%,0,0
02/23/2024,377.25,377.25,377.25,377.25,-6.125,-1.60%,0,0
02/22/2024,383.375,383.375,383.375,383.375,-20.,-4.96%,0,0
02/21/2024,403.375,403.375,403.375,403.375,-7.875,-1.91%,0,0
02/20/2024,411.25,411.25,411.25,411.25,2.25,+0.55%,0,0
02/16/2024,409,409,409,409,-3.625,-0.88%,0,0
02/15/2024,412.625,412.625,412.625,412.625,-6.625,-1.58%,0,0
02/14/2024,419.25,419.25,419.25,419.25,-6.375,-1.50%,0,0
02/13/2024,425.625,425.625,425.625,425.625,0.25,+0.06%,0,0
02/12/2024,425.375,425.375,425.375,425.375,1.375,+0.32%,0,0
02/09/2024,424,424,424,424,-4.25,-0.99%,0,0
02/08/2024,428.25,428.25,428.25,428.25,-1.,-0.23%,0,0
02/07/2024,429.25,429.25,429.25,429.25,1.625,+0.38%,0,0
02/06/2024,427.625,427.625,427.625,427.625,-4.125,-0.96%,0,0
02/05/2024,431.75,431.75,431.75,431.75,0.125,+0.03%,0,0
02/02/2024,431.625,431.625,431.625,431.625,-6.625,-1.51%,0,0
02/01/2024,438.25,438.25,438.25,438.25,-1.,-0.23%,0,0
01/31/2024,439.25,439.25,439.25,439.25,0.625,+0.14%,0,0
01/30/2024,438.625,438.625,438.625,438.625,7.375,+1.71%,0,0
01/29/2024,431.25,431.25,431.25,431.25,-6.,-1.37%,0,0
01/26/2024,437.25,437.25,437.25,437.25,-10.375,-2.32%,0,0
01/25/2024,447.625,447.625,447.625,447.625,-0.625,-0.14%,0,0
01/24/2024,448.25,448.25,448.25,448.25,5.875,+1.33%,0,0
01/23/2024,442.375,442.375,442.375,442.375,0.75,+0.17%,0,0
01/22/2024,441.625,441.625,441.625,441.625,1.25,+0.28%,0,0
01/19/2024,440.375,440.375,440.375,440.375,-1.625,-0.37%,0,0
01/18/2024,442,442,442,442,1.75,+0.40%,0,0
01/17/2024,440.25,440.25,440.25,440.25,-1.125,-0.25%,0,0
01/16/2024,441.375,441.375,441.375,441.375,-4.625,-1.04%,0,0
01/12/2024,446,446,446,446,-10.375,-2.27%,0,0
01/11/2024,456.375,456.375,456.375,456.375,-7.125,-1.54%,0,0
01/10/2024,463.5,463.5,463.5,463.5,-3.125,-0.67%,0,0
01/09/2024,466.625,466.625,466.625,466.625,4.25,+0.92%,0,0
01/08/2024,462.375,462.375,462.375,462.375,-2.25,-0.48%,0,0
01/05/2024,464.625,464.625,464.625,464.625,-5.75,-1.22%,0,0
01/04/2024,470.375,470.375,470.375,470.375,6.125,+1.32%,0,0
01/03/2024,464.25,464.25,464.25,464.25,-2.,-0.43%,0,0
01/02/2024,466.25,466.25,466.25,466.25,0,0.00%,0,0
12/29/2023,466.25,466.25,466.25,466.25,-3.,-0.64%,0,0
12/28/2023,469.25,469.25,469.25,469.25,-3.75,-0.79%,0,0
12/27/2023,473,473,473,473,-3.625,-0.76%,0,0
12/26/2023,476.625,476.625,476.625,476.625,6.25,+1.33%,0,0
12/22/2023,470.375,470.375,470.375,470.375,4.375,+0.94%,0,0
12/21/2023,466,466,466,466,2.75,+0.59%,0,0
12/20/2023,463.25,463.25,463.25,463.25,-3.,-0.64%,0,0
12/19/2023,466.25,466.25,466.25,466.25,4.875,+1.06%,0,0
12/18/2023,461.375,461.375,461.375,461.375,-1.,-0.22%,0,0
12/15/2023,462.375,462.375,462.375,462.375,3.75,+0.82%,0,0
12/14/2023,458.625,458.625,458.625,458.625,-0.375,-0.08%,0,0
12/13/2023,459,459,459,459,-5.625,-1.21%,0,0
12/12/2023,464.625,464.625,464.625,464.625,8.625,+1.89%,0,0
12/11/2023,456,456,456,456,-4.,-0.87%,0,0
12/08/2023,460,460,460,460,-2.375,-0.51%,0,0
12/07/2023,462.375,462.375,462.375,462.375,3.75,+0.82%,0,0
12/06/2023,458.625,458.625,458.625,458.625,-6.375,-1.37%,0,0
12/05/2023,465,465,465,465,5,+1.09%,0,0
12/04/2023,460,460,460,460,0.5,+0.11%,0,0
12/01/2023,459.5,459.5,459.5,459.5,6.875,+1.52%,0,0
11/30/2023,452.625,452.625,452.625,452.625,12,+2.72%,0,0
11/29/2023,440.625,440.625,440.625,440.625,-1.75,-0.40%,0,0
11/28/2023,442.375,442.375,442.375,442.375,-4.,-0.90%,0,0
11/27/2023,446.375,446.375,446.375,446.375,-8.875,-1.95%,0,0
11/24/2023,455.25,455.25,455.25,455.25,-5.,-1.09%,0,0
11/22/2023,460.25,460.25,460.25,460.25,-1.125,-0.24%,0,0
11/21/2023,461.375,461.375,461.375,461.375,0.375,+0.08%,0,0
11/20/2023,461,461,461,461,0,0.00%,0,0
11/17/2023,461,461,461,461,-7.625,-1.63%,0,0
11/16/2023,468.625,468.625,468.625,468.625,4,+0.86%,0,0
11/15/2023,464.625,464.625,464.625,464.625,-7.625,-1.61%,0,0
11/14/2023,472.25,472.25,472.25,472.25,1,+0.21%,0,0
11/13/2023,471.25,471.25,471.25,471.25,12.25,+2.67%,0,0
11/10/2023,459,459,459,459,-7.,-1.50%,0,0
11/09/2023,466,466,466,466,-8.,-1.69%,0,0
11/08/2023,474,474,474,474,11,+2.38%,0,0
11/07/2023,463,463,463,463,-9.,-1.91%,0,0
11/06/2023,472,472,472,472,0.75,+0.16%,0,0
11/03/2023,471.25,471.25,471.25,471.25,7.25,+1.56%,0,0
11/02/2023,464,464,464,464,-3.,-0.64%,0,0
11/01/2023,467,467,467,467,-8.25,-1.74%,0,0
"Downloaded from Barchart.com as of 12-07-2024 02:39pm CST"
